"time","Equinor","Equinor( volume )"
"2020-12-09 13:28","149.25","7214"
"2020-12-09 13:30","149.25","2320"
"2020-12-09 13:31","149.15","8537"
"2020-12-09 13:32","149.25","1219"
"2020-12-09 13:33","149.2","922"
"2020-12-09 13:34","149.2","1000"
"2020-12-09 13:35","149.3","7145"
"2020-12-09 13:36","149.25","3571"
"2020-12-09 13:37","149.15","10115"
"2020-12-09 13:38","149","6131"
"2020-12-09 13:39","148.9","4796"
"2020-12-09 13:40","148.9","1956"
"2020-12-09 13:41","148.85","1210"
"2020-12-09 13:42","148.95","2294"
"2020-12-09 13:43","148.95","1593"
"2020-12-09 13:44","148.95","1100"
"2020-12-09 13:48","149.1","3402"
"2020-12-09 13:49","149.05","4643"
"2020-12-09 13:50","149.1","691"
"2020-12-09 13:51","149.15","2984"
"2020-12-09 13:52","149.15","249"
"2020-12-09 13:53","149.2","420"
"2020-12-09 13:54","149.15","5486"
"2020-12-09 13:55","149.2","298"
"2020-12-09 13:58","149.25","958"
"2020-12-09 13:59","149.1","6899"
"2020-12-09 14:00","149.05","1794"
"2020-12-09 14:01","149.05","614"
"2020-12-09 14:02","149.05","928"
"2020-12-09 14:03","149","140"
"2020-12-09 14:05","149","2500"
"2020-12-09 14:06","149","1447"
"2020-12-09 14:08","149","2603"
"2020-12-09 14:09","148.9","3842"
"2020-12-09 14:11","148.95","727"
"2020-12-09 14:12","148.95","4171"
"2020-12-09 14:13","148.95","243"
"2020-12-09 14:14","148.95","1424"
"2020-12-09 14:16","149.05","4079"
"2020-12-09 14:17","149.05","161"
"2020-12-09 14:18","149","3"
"2020-12-09 14:19","149.1","3931"
"2020-12-09 14:22","149.05","4996"
"2020-12-09 14:23","149.1","4976"
"2020-12-09 14:24","149.1","3521"
"2020-12-09 14:25","149.05","819"
"2020-12-09 14:27","149.05","802"
"2020-12-09 14:29","149.15","1271"
"2020-12-09 14:30","149.15","1810"
"2020-12-09 14:31","149.2","670"
"2020-12-09 14:32","149.2","932"
"2020-12-09 14:33","149.2","1000"
"2020-12-09 14:34","149.25","2399"
"2020-12-09 14:35","149.3","13904"
"2020-12-09 14:36","149.25","4461"
"2020-12-09 14:38","149.2","2819"
"2020-12-09 14:39","149.2","3748"
"2020-12-09 14:40","149.2","40"
"2020-12-09 14:41","149.2","1604"
"2020-12-09 14:43","149.15","5214"
"2020-12-09 14:44","149.15","2730"
"2020-12-09 14:45","149.25","4947"
"2020-12-09 14:46","149.25","4638"
"2020-12-09 14:48","149.25","817"
"2020-12-09 14:49","149.2","7570"
"2020-12-09 14:51","149.2","7869"
"2020-12-09 14:52","149.2","750"
"2020-12-09 14:53","149.2","3341"
"2020-12-09 14:54","149.3","6580"
"2020-12-09 14:55","149.35","7423"
"2020-12-09 14:57","149.4","4054"
"2020-12-09 14:58","149.3","4342"
"2020-12-09 14:59","149.2","5154"
"2020-12-09 15:00","149.2","4440"
"2020-12-09 15:02","149.25","4593"
"2020-12-09 15:03","149.2","305"
"2020-12-09 15:04","149.15","4507"
"2020-12-09 15:05","149.15","3300"
"2020-12-09 15:06","149.1","4066"
"2020-12-09 15:07","149.1","2171"
"2020-12-09 15:08","149.1","854"
"2020-12-09 15:09","149.15","1847"
"2020-12-09 15:10","149.2","4495"
"2020-12-09 15:11","149.2","2644"
"2020-12-09 15:12","149.3","6982"
"2020-12-09 15:13","149.35","1361"
"2020-12-09 15:14","149.3","7498"
"2020-12-09 15:15","149.35","3010"
"2020-12-09 15:16","149.35","2181"
"2020-12-09 15:17","149.3","2530"
"2020-12-09 15:18","149.2","5388"
"2020-12-09 15:19","149.25","1848"
"2020-12-09 15:20","149.3","3036"
"2020-12-09 15:21","149.3","411"
"2020-12-09 15:22","149.35","2975"
"2020-12-09 15:23","149.4","3959"
"2020-12-09 15:24","149.35","3990"
"2020-12-09 15:26","149.35","6024"
"2020-12-09 15:27","149.3","5951"
"2020-12-09 15:28","149.3","2266"
"2020-12-09 15:29","149.35","7798"
"2020-12-09 15:30","149.3","27464"
"2020-12-09 15:31","149.55","22045"
"2020-12-09 15:32","149.6","23516"
"2020-12-09 15:33","149.7","4824"
"2020-12-09 15:34","149.4","13182"
"2020-12-09 15:35","149.3","8630"
"2020-12-09 15:36","149.4","8427"
"2020-12-09 15:37","149.35","12293"
"2020-12-09 15:38","149.45","1918"
"2020-12-09 15:39","149.4","2470"
"2020-12-09 15:40","149.45","17933"
"2020-12-09 15:41","149.65","9027"
"2020-12-09 15:42","149.75","4931"
"2020-12-09 15:43","149.7","4741"
"2020-12-09 15:44","149.85","24402"
"2020-12-09 15:45","149.85","25366"
"2020-12-09 15:46","149.45","55667"
"2020-12-09 15:47","149.6","5512"
"2020-12-09 15:48","149.6","7950"
"2020-12-09 15:49","149.4","14560"
"2020-12-09 15:50","149.45","13843"
"2020-12-09 15:51","149.55","3179"
"2020-12-09 15:52","149.55","6515"
"2020-12-09 15:53","149.65","3545"
"2020-12-09 15:54","149.7","561"
"2020-12-09 15:55","149.65","9279"
"2020-12-09 15:56","149.75","7346"
"2020-12-09 15:58","149.9","6102"
"2020-12-09 15:59","149.85","14176"
"2020-12-09 16:00","150.2","91193"
"2020-12-09 16:01","150.25","13728"
"2020-12-09 16:02","150.4","8403"
"2020-12-09 16:03","150.35","14602"
"2020-12-09 16:04","150.5","22606"
"2020-12-09 16:05","150.5","10135"
"2020-12-09 16:06","150.5","3738"
"2020-12-09 16:07","150.6","3506"
"2020-12-09 16:08","150.85","10138"
"2020-12-09 16:09","150.8","4763"
"2020-12-09 16:10","150.85","12637"
"2020-12-09 16:11","150.85","24874"
"2020-12-09 16:12","150.6","15038"
"2020-12-09 16:13","150.6","13047"
"2020-12-09 16:14","150.55","23243"
"2020-12-09 16:15","150.5","16395"
"2020-12-09 16:16","150.65","12949"
"2020-12-09 16:17","150.75","2036"
"2020-12-09 16:18","150.85","12789"
"2020-12-09 16:19","150.85","20530"
"2020-12-09 16:25","150.8","1471175"
"2020-12-10 09:00","148.6","265178"
"2020-12-10 09:01","148.2","10921"
"2020-12-10 09:02","148.6","13880"
"2020-12-10 09:03","148.55","7725"
"2020-12-10 09:04","148.15","30728"
"2020-12-10 09:05","147.7","53006"
"2020-12-10 09:06","148.05","25135"
"2020-12-10 09:07","147.9","9181"
"2020-12-10 09:08","147.85","9373"
"2020-12-10 09:09","148.35","16740"
"2020-12-10 09:10","148.25","7388"
"2020-12-10 09:11","148.6","8195"
"2020-12-10 09:12","148.55","2303"
"2020-12-10 09:13","148.6","7059"
"2020-12-10 09:14","148.65","11299"
"2020-12-10 09:15","148.55","11666"
"2020-12-10 09:16","148.55","8212"
"2020-12-10 09:17","148.7","814"
"2020-12-10 09:18","148.5","11068"
"2020-12-10 09:19","148.4","2762"
"2020-12-10 09:20","148.5","2460"
"2020-12-10 09:21","148.6","3783"
"2020-12-10 09:22","148.6","7764"
"2020-12-10 09:23","148.6","2919"
"2020-12-10 09:24","148.4","1737"
"2020-12-10 09:25","148.2","6162"
"2020-12-10 09:26","148.35","9044"
"2020-12-10 09:27","148.35","1126"
"2020-12-10 09:28","148.35","9912"
"2020-12-10 09:29","148.35","2799"
"2020-12-10 09:30","148.4","4697"
"2020-12-10 09:31","148.5","2763"
"2020-12-10 09:32","148.4","8287"
"2020-12-10 09:33","148.4","3240"
"2020-12-10 09:34","148.45","3978"
"2020-12-10 09:35","148.5","7524"
"2020-12-10 09:36","148.5","1156"
"2020-12-10 09:37","148.4","2725"
"2020-12-10 09:38","148.35","17571"
"2020-12-10 09:39","148.3","4311"
"2020-12-10 09:40","148.35","4672"
"2020-12-10 09:41","148.3","4568"
"2020-12-10 09:42","148.4","24033"
"2020-12-10 09:43","148.45","4110"
"2020-12-10 09:44","148.55","12343"
"2020-12-10 09:45","148.65","2507"
"2020-12-10 09:46","148.55","4245"
"2020-12-10 09:47","148.55","575"
"2020-12-10 09:48","148.6","2795"
"2020-12-10 09:49","148.65","5657"
"2020-12-10 09:50","148.7","2015"
"2020-12-10 09:51","148.75","6796"
"2020-12-10 09:52","148.5","3158"
"2020-12-10 09:53","148.5","2818"
"2020-12-10 09:54","148.55","962"
"2020-12-10 09:55","148.7","7255"
"2020-12-10 09:56","148.6","3449"
"2020-12-10 09:57","148.6","2201"
"2020-12-10 09:58","148.65","6388"
"2020-12-10 09:59","148.5","810"
"2020-12-10 10:00","148.6","12783"
"2020-12-10 10:01","148.5","2631"
"2020-12-10 10:02","148.4","12762"
"2020-12-10 10:03","148.45","3277"
"2020-12-10 10:04","148.5","2462"
"2020-12-10 10:05","148.6","3002"
"2020-12-10 10:06","148.55","8105"
"2020-12-10 10:07","148.6","7042"
"2020-12-10 10:08","148.5","1296"
"2020-12-10 10:09","148.6","45"
"2020-12-10 10:10","148.6","1901"
"2020-12-10 10:11","148.5","2475"
"2020-12-10 10:12","148.4","3129"
"2020-12-10 10:13","148.45","1701"
"2020-12-10 10:14","148.5","5245"
"2020-12-10 10:16","148.5","2789"
"2020-12-10 10:17","148.45","553"
"2020-12-10 10:18","148.4","1239"
"2020-12-10 10:19","148.4","2482"
"2020-12-10 10:20","148.3","10986"
"2020-12-10 10:21","148.15","10706"
"2020-12-10 10:22","148","8788"
"2020-12-10 10:23","147.85","13259"
"2020-12-10 10:24","147.85","7941"
"2020-12-10 10:25","147.85","2833"
"2020-12-10 10:26","147.8","5599"
"2020-12-10 10:27","148","12200"
"2020-12-10 10:28","147.95","11048"
"2020-12-10 10:29","147.95","2171"
"2020-12-10 10:30","147.9","4894"
"2020-12-10 10:31","148.2","14998"
"2020-12-10 10:32","148.15","1564"
"2020-12-10 10:33","148","2352"
"2020-12-10 10:34","148.1","6087"
"2020-12-10 10:35","148.1","1757"
"2020-12-10 10:36","148.05","6827"
"2020-12-10 10:37","147.95","10709"
"2020-12-10 10:38","147.8","7830"
"2020-12-10 10:39","147.65","8629"
"2020-12-10 10:40","147.7","5619"
"2020-12-10 10:41","147.75","234"
"2020-12-10 10:42","147.7","6490"
"2020-12-10 10:43","147.9","8811"
"2020-12-10 10:44","148","4497"
"2020-12-10 10:45","147.95","3803"
"2020-12-10 10:46","148.1","2137"
"2020-12-10 10:47","148.2","5994"
"2020-12-10 10:48","148.2","1000"
"2020-12-10 10:49","148.1","6084"
"2020-12-10 10:50","148.05","529"
"2020-12-10 10:51","147.95","11954"
"2020-12-10 10:52","147.9","6611"
"2020-12-10 10:53","147.8","3519"
"2020-12-10 10:54","147.7","8384"
"2020-12-10 10:55","147.7","1474"
"2020-12-10 10:56","147.85","2037"
"2020-12-10 10:57","147.7","7245"
"2020-12-10 10:58","147.85","492"
"2020-12-10 10:59","147.75","2765"
"2020-12-10 11:00","147.75","3286"
"2020-12-10 11:01","147.75","1711"
"2020-12-10 11:02","147.7","4050"
"2020-12-10 11:03","147.7","845"
"2020-12-10 11:04","147.7","500"
"2020-12-10 11:05","147.55","42971"
"2020-12-10 11:06","147.6","4204"
"2020-12-10 11:07","147.5","7405"
"2020-12-10 11:08","147.45","3321"
"2020-12-10 11:09","147.5","2288"
"2020-12-10 11:10","147.6","6719"
"2020-12-10 11:11","147.7","6812"
"2020-12-10 11:12","147.7","5761"
"2020-12-10 11:13","147.7","510"
"2020-12-10 11:14","147.85","2705"
"2020-12-10 11:15","147.8","1050"
"2020-12-10 11:16","147.65","4736"
"2020-12-10 11:17","147.75","3654"
"2020-12-10 11:18","147.8","4337"
"2020-12-10 11:19","147.8","2486"
"2020-12-10 11:20","147.75","248"
"2020-12-10 11:21","147.75","4280"
"2020-12-10 11:22","147.85","91"
"2020-12-10 11:23","147.85","2653"
"2020-12-10 11:24","147.85","3276"
"2020-12-10 11:25","147.85","3685"
"2020-12-10 11:26","147.95","4020"
"2020-12-10 11:27","147.9","354"
"2020-12-10 11:29","147.9","2786"
"2020-12-10 11:30","147.9","532"
"2020-12-10 11:31","147.9","594"
"2020-12-10 11:32","147.95","1802"
"2020-12-10 11:33","147.9","10"
"2020-12-10 11:34","147.9","1934"
"2020-12-10 11:35","147.9","743"
"2020-12-10 11:37","147.9","3492"
"2020-12-10 11:38","147.85","2384"
"2020-12-10 11:39","147.85","1725"
"2020-12-10 11:40","147.9","2150"
"2020-12-10 11:41","147.95","410"
"2020-12-10 11:42","147.9","3891"
"2020-12-10 11:43","147.8","1944"
"2020-12-10 11:44","147.75","2305"
"2020-12-10 11:45","147.7","1512"
"2020-12-10 11:46","147.7","3512"
"2020-12-10 11:47","147.75","1676"
"2020-12-10 11:48","147.65","2014"
"2020-12-10 11:49","147.7","17907"
"2020-12-10 11:50","147.7","917"
"2020-12-10 11:52","147.7","1278"
"2020-12-10 11:53","147.7","2779"
"2020-12-10 11:54","147.75","2232"
"2020-12-10 11:55","147.75","3217"
"2020-12-10 11:56","147.75","40"
"2020-12-10 11:57","147.65","250"
"2020-12-10 11:58","147.75","8023"
"2020-12-10 12:00","147.8","1664"
"2020-12-10 12:02","147.8","254"
"2020-12-10 12:03","147.8","1054"
"2020-12-10 12:04","147.85","101"
"2020-12-10 12:05","147.75","4000"
"2020-12-10 12:06","147.75","978"
"2020-12-10 12:07","147.8","6623"
"2020-12-10 12:08","147.8","1252"
"2020-12-10 12:10","147.8","192"
"2020-12-10 12:11","147.85","10876"
"2020-12-10 12:12","147.85","1515"
"2020-12-10 12:13","147.75","1557"
"2020-12-10 12:14","147.6","19917"
"2020-12-10 12:15","147.6","2686"
"2020-12-10 12:16","147.65","16318"
"2020-12-10 12:17","147.55","14202"
"2020-12-10 12:18","147.5","12050"
"2020-12-10 12:19","147.5","513"
"2020-12-10 12:20","147.5","6303"
"2020-12-10 12:21","147.55","6488"
"2020-12-10 12:22","147.5","589"
"2020-12-10 12:23","147.55","1695"
"2020-12-10 12:24","147.6","2604"
"2020-12-10 12:25","147.6","98"
"2020-12-10 12:26","147.6","2149"
"2020-12-10 12:28","147.55","1219"
"2020-12-10 12:29","147.5","621"
"2020-12-10 12:30","147.45","7212"
"2020-12-10 12:31","147.45","3575"
"2020-12-10 12:32","147.5","1326"
"2020-12-10 12:33","147.4","5120"
"2020-12-10 12:35","147.45","4352"
"2020-12-10 12:36","147.45","1717"
"2020-12-10 12:37","147.55","9166"
"2020-12-10 12:38","147.6","4637"
"2020-12-10 12:40","147.7","3743"
"2020-12-10 12:41","147.8","3064"
"2020-12-10 12:42","147.85","674"
"2020-12-10 12:43","147.9","390"
"2020-12-10 12:44","147.9","7407"
"2020-12-10 12:45","147.9","4138"
"2020-12-10 12:46","147.9","1470"
"2020-12-10 12:47","147.9","3148"
"2020-12-10 12:48","147.95","4755"
"2020-12-10 12:49","147.95","6728"
"2020-12-10 12:50","147.9","1413"
"2020-12-10 12:51","148.05","5304"
"2020-12-10 12:52","148.05","2611"
"2020-12-10 12:53","148.05","903"
"2020-12-10 12:54","148.05","2093"
"2020-12-10 12:55","148.05","616"
"2020-12-10 12:56","148","1491"
"2020-12-10 12:57","148","843"
"2020-12-10 12:58","148.15","8183"
"2020-12-10 12:59","148.15","2507"
"2020-12-10 13:00","148.15","6752"
"2020-12-10 13:01","148","15971"
"2020-12-10 13:02","147.95","2305"
"2020-12-10 13:03","147.9","2192"
"2020-12-10 13:04","147.95","1638"
"2020-12-10 13:05","147.85","3793"
"2020-12-10 13:06","147.85","307"
"2020-12-10 13:07","147.8","2683"
"2020-12-10 13:08","147.8","1054"
"2020-12-10 13:09","147.9","10884"
"2020-12-10 13:10","147.9","732"
"2020-12-10 13:11","147.8","500"
"2020-12-10 13:12","147.7","1381"
"2020-12-10 13:13","147.7","3703"
"2020-12-10 13:14","147.8","3138"
"2020-12-10 13:15","147.85","1536"
"2020-12-10 13:16","147.7","5514"
"2020-12-10 13:17","147.5","5805"
"2020-12-10 13:18","147.55","2981"
"2020-12-10 13:19","147.55","2346"
"2020-12-10 13:20","147.6","68"
"2020-12-10 13:21","147.55","715"
"2020-12-10 13:22","147.5","2920"
"2020-12-10 13:23","147.6","500"
"2020-12-10 13:24","147.55","6448"
"2020-12-10 13:25","147.5","22068"
"2020-12-10 13:26","147.5","34"
"2020-12-10 13:27","147.5","1260"
"2020-12-10 13:28","147.45","1949"
"2020-12-10 13:29","147.3","31629"
"2020-12-10 13:30","147.3","11481"
"2020-12-10 13:31","147.3","9894"
"2020-12-10 13:32","147.25","18930"
"2020-12-10 13:33","147.1","7189"
"2020-12-10 13:34","147.15","12547"
"2020-12-10 13:35","147.1","3063"
"2020-12-10 13:36","147.05","25584"
"2020-12-10 13:37","147.1","4205"
"2020-12-10 13:38","147.15","13166"
"2020-12-10 13:39","147.15","6986"
"2020-12-10 13:40","147.2","1000"
"2020-12-10 13:41","147.15","1193"
"2020-12-10 13:42","147.25","3018"
"2020-12-10 13:43","147.3","3619"
"2020-12-10 13:44","147.4","4368"
"2020-12-10 13:45","147.55","9449"
"2020-12-10 13:46","147.7","4202"
"2020-12-10 13:47","147.4","5517"
"2020-12-10 13:48","147.45","2309"
"2020-12-10 13:49","147.4","76"
"2020-12-10 13:50","147.4","3252"
"2020-12-10 13:51","147.35","2266"
"2020-12-10 13:52","147.4","2453"
"2020-12-10 13:53","147.4","4210"
"2020-12-10 13:54","147.55","4837"
"2020-12-10 13:55","147.45","2684"
"2020-12-10 13:56","147.4","3082"
"2020-12-10 13:57","147.3","4351"
"2020-12-10 13:58","147.35","2262"
"2020-12-10 13:59","147.35","534"
"2020-12-10 14:00","147.2","10497"
"2020-12-10 14:01","147.25","1787"
"2020-12-10 14:02","147.2","1092"
"2020-12-10 14:03","147.2","5272"
"2020-12-10 14:05","147.35","3354"
"2020-12-10 14:06","147.35","1616"
"2020-12-10 14:07","147.4","2037"
"2020-12-10 14:08","147.4","133"
"2020-12-10 14:09","147.35","1751"
"2020-12-10 14:10","147.4","2443"
"2020-12-10 14:11","147.4","2553"
"2020-12-10 14:12","147.4","974"
"2020-12-10 14:13","147.45","1317"
"2020-12-10 14:15","147.45","6385"
"2020-12-10 14:16","147.25","7171"
"2020-12-10 14:17","147.2","6539"
"2020-12-10 14:18","147.15","846"
"2020-12-10 14:19","147.05","1741"
"2020-12-10 14:20","147.15","2697"
"2020-12-10 14:21","147.3","3597"
"2020-12-10 14:22","147.35","4221"
"2020-12-10 14:23","147.35","945"
"2020-12-10 14:24","147.4","3307"
"2020-12-10 14:25","147.6","5955"
"2020-12-10 14:26","147.65","558"
"2020-12-10 14:27","147.55","1317"
"2020-12-10 14:28","147.55","2360"
"2020-12-10 14:29","147.55","4976"
"2020-12-10 14:30","147.6","4938"
"2020-12-10 14:31","147.65","2303"
"2020-12-10 14:32","147.75","2652"
"2020-12-10 14:33","147.75","2790"
"2020-12-10 14:34","147.7","6026"
"2020-12-10 14:35","147.65","2384"
"2020-12-10 14:36","147.7","1211"
"2020-12-10 14:37","147.6","424"
"2020-12-10 14:38","147.6","4400"
"2020-12-10 14:39","147.6","4730"
"2020-12-10 14:40","147.65","3120"
"2020-12-10 14:41","147.6","768"
"2020-12-10 14:42","147.55","4305"
"2020-12-10 14:43","147.5","9104"
"2020-12-10 14:44","147.65","2182"
"2020-12-10 14:45","147.7","1187"
"2020-12-10 14:46","147.55","5974"
"2020-12-10 14:47","147.6","2189"
"2020-12-10 14:48","147.55","4884"
"2020-12-10 14:49","147.55","3041"
"2020-12-10 14:50","147.65","6215"
"2020-12-10 14:51","147.7","3466"
"2020-12-10 14:52","147.65","1816"
"2020-12-10 14:53","147.6","4258"
"2020-12-10 14:54","147.55","6340"
"2020-12-10 14:55","147.7","2190"
"2020-12-10 14:56","147.6","5591"
"2020-12-10 14:57","147.5","5938"
"2020-12-10 14:58","147.4","10016"
"2020-12-10 14:59","147.75","8007"
"2020-12-10 15:00","147.7","7920"
"2020-12-10 15:01","147.75","4809"
"2020-12-10 15:02","147.85","2776"
"2020-12-10 15:03","147.8","5709"
"2020-12-10 15:04","147.75","3149"
"2020-12-10 15:05","147.85","3787"
"2020-12-10 15:06","147.85","2833"
"2020-12-10 15:07","147.95","9210"
"2020-12-10 15:08","148.05","16438"
"2020-12-10 15:09","148","11016"
"2020-12-10 15:10","148.05","9960"
"2020-12-10 15:11","148","4902"
"2020-12-10 15:12","148.1","1328"
"2020-12-10 15:13","148","4072"
"2020-12-10 15:14","147.9","2545"
"2020-12-10 15:15","147.8","1286"
"2020-12-10 15:16","147.9","2531"
"2020-12-10 15:17","147.9","3958"
"2020-12-10 15:18","147.9","1855"
"2020-12-10 15:19","147.95","8353"
"2020-12-10 15:20","147.95","2739"
"2020-12-10 15:21","148","1655"
"2020-12-10 15:22","148.05","3005"
"2020-12-10 15:23","147.95","4727"
"2020-12-10 15:24","147.95","1878"
"2020-12-10 15:25","147.95","3127"
"2020-12-10 15:26","147.85","798"
"2020-12-10 15:27","147.6","4896"
"2020-12-10 15:28","147.55","1066"
"2020-12-10 15:29","147.5","9902"
"2020-12-10 15:30","147.75","22795"
"2020-12-10 15:31","147.85","36420"
"2020-12-10 15:32","147.95","6531"
"2020-12-10 15:33","148.15","21505"
"2020-12-10 15:34","148","23378"
"2020-12-10 15:35","148","4505"
"2020-12-10 15:36","147.85","6293"
"2020-12-10 15:37","147.95","7699"
"2020-12-10 15:38","148","9910"
"2020-12-10 15:39","148.25","19287"
"2020-12-10 15:40","148.35","20361"
"2020-12-10 15:41","148.2","8209"
"2020-12-10 15:42","148.3","15696"
"2020-12-10 15:43","148.3","8180"
"2020-12-10 15:44","148.2","10114"
"2020-12-10 15:45","148.3","3368"
"2020-12-10 15:46","148.25","4974"
"2020-12-10 15:47","148.2","3796"
"2020-12-10 15:48","148.15","6969"
"2020-12-10 15:49","148.35","2371"
"2020-12-10 15:50","148.45","26843"
"2020-12-10 15:51","148.5","3477"
"2020-12-10 15:52","148.55","6200"
"2020-12-10 15:53","148.35","24059"
"2020-12-10 15:54","148.3","5797"
"2020-12-10 15:55","148.45","7315"
"2020-12-10 15:56","148.45","4149"
"2020-12-10 15:57","148.6","35821"
"2020-12-10 15:58","148.6","11458"
"2020-12-10 15:59","148.75","8820"
"2020-12-10 16:00","148.8","19024"
"2020-12-10 16:01","148.7","7741"
"2020-12-10 16:02","149","27637"
"2020-12-10 16:03","149.2","26164"
"2020-12-10 16:04","149.25","11840"
"2020-12-10 16:05","149.2","5997"
"2020-12-10 16:06","149.35","8035"
"2020-12-10 16:07","149.4","7045"
"2020-12-10 16:08","149.45","10448"
"2020-12-10 16:09","149.35","16645"
"2020-12-10 16:10","149.4","43526"
"2020-12-10 16:11","149.4","6389"
"2020-12-10 16:12","149.35","16035"
"2020-12-10 16:13","149.35","9183"
"2020-12-10 16:14","149.4","11772"
"2020-12-10 16:15","149.5","15648"
"2020-12-10 16:16","149.45","7292"
"2020-12-10 16:17","149.5","17554"
"2020-12-10 16:18","149.65","13390"
"2020-12-10 16:19","149.4","27112"
"2020-12-10 16:25","150","1673053"
"2020-12-10 16:26","150","1101"
"2020-12-10 16:27","150","2380"
"2020-12-11 09:00","149.4","134130"
"2020-12-11 09:01","149.7","3835"
"2020-12-11 09:02","149.7","5388"
"2020-12-11 09:03","149.35","19189"
"2020-12-11 09:04","148.7","5857"
"2020-12-11 09:05","148.85","10381"
"2020-12-11 09:06","149.05","3020"
"2020-12-11 09:07","149.35","4893"
"2020-12-11 09:08","149.65","7862"
"2020-12-11 09:09","149.6","3911"
"2020-12-11 09:10","149.6","3864"
"2020-12-11 09:11","149.45","2328"
"2020-12-11 09:12","149.55","2280"
"2020-12-11 09:13","149.35","1427"
"2020-12-11 09:14","149.4","1572"
"2020-12-11 09:15","149.1","7511"
"2020-12-11 09:16","148.8","15791"
"2020-12-11 09:17","148.45","21175"
"2020-12-11 09:18","149","10232"
"2020-12-11 09:19","148.95","5108"
"2020-12-11 09:20","148.8","14719"
"2020-12-11 09:21","148.65","6667"
"2020-12-11 09:22","148.5","12155"
"2020-12-11 09:23","148.6","5180"
"2020-12-11 09:24","148.55","3028"
"2020-12-11 09:25","148.4","3560"
"2020-12-11 09:26","148.45","5107"
"2020-12-11 09:27","148.5","1516"
"2020-12-11 09:28","148.45","3238"
"2020-12-11 09:29","148.25","5493"
"2020-12-11 09:30","148.2","6845"
"2020-12-11 09:31","148.15","11896"
"2020-12-11 09:32","148.15","10521"
"2020-12-11 09:33","148.1","16310"
"2020-12-11 09:34","148.1","5984"
"2020-12-11 09:35","148.05","744"
"2020-12-11 09:36","148","8420"
"2020-12-11 09:37","148","10565"
"2020-12-11 09:38","148.15","7355"
"2020-12-11 09:39","148.05","3106"
"2020-12-11 09:40","148","7115"
"2020-12-11 09:41","147.75","9521"
"2020-12-11 09:42","147.9","14575"
"2020-12-11 09:43","148","4493"
"2020-12-11 09:44","148","2454"
"2020-12-11 09:45","147.95","9093"
"2020-12-11 09:46","147.9","5574"
"2020-12-11 09:47","148","2246"
"2020-12-11 09:48","148","2732"
"2020-12-11 09:49","148","2932"
"2020-12-11 09:50","147.85","1607"
"2020-12-11 09:51","147.9","2390"
"2020-12-11 09:52","147.75","12658"
"2020-12-11 09:53","147.75","6562"
"2020-12-11 09:54","147.7","262"
"2020-12-11 09:55","147.85","5595"
"2020-12-11 09:56","147.95","1213"
"2020-12-11 09:57","148.05","4128"
"2020-12-11 09:58","148.15","6961"
"2020-12-11 09:59","148.2","4142"
"2020-12-11 10:00","148.15","909"
"2020-12-11 10:01","148.15","5044"
"2020-12-11 10:02","148.25","12072"
"2020-12-11 10:03","148.3","5768"
"2020-12-11 10:04","148.35","2149"
"2020-12-11 10:05","148.5","4576"
"2020-12-11 10:06","148.75","7679"
"2020-12-11 10:07","148.7","4595"
"2020-12-11 10:08","148.5","5808"
"2020-12-11 10:09","148.4","1196"
"2020-12-11 10:10","148.3","4033"
"2020-12-11 10:11","148.25","3641"
"2020-12-11 10:12","148.2","2281"
"2020-12-11 10:13","148.2","764"
"2020-12-11 10:14","148.15","1335"
"2020-12-11 10:15","148.15","3327"
"2020-12-11 10:16","148.2","2930"
"2020-12-11 10:17","148.3","528"
"2020-12-11 10:18","148.3","90"
"2020-12-11 10:19","148.35","2888"
"2020-12-11 10:20","148.45","2914"
"2020-12-11 10:21","148.5","3357"
"2020-12-11 10:22","148.3","2027"
"2020-12-11 10:23","148.3","2002"
"2020-12-11 10:24","148.2","1004"
"2020-12-11 10:25","148.2","1"
"2020-12-11 10:26","148.3","6223"
"2020-12-11 10:27","148.35","275"
"2020-12-11 10:28","148.35","776"
"2020-12-11 10:29","148.25","1121"
"2020-12-11 10:30","148.2","1605"
"2020-12-11 10:31","148.3","2193"
"2020-12-11 10:32","148.3","454"
"2020-12-11 10:33","148.25","24"
"2020-12-11 10:34","148.25","2830"
"2020-12-11 10:35","148.3","7267"
"2020-12-11 10:36","148.15","3919"
"2020-12-11 10:37","148.3","1896"
"2020-12-11 10:38","148.3","1004"
"2020-12-11 10:39","148.4","9409"
"2020-12-11 10:40","148.4","567"
"2020-12-11 10:41","148.35","20"
"2020-12-11 10:42","148.25","339"
"2020-12-11 10:43","148.45","3986"
"2020-12-11 10:44","148.5","8798"
"2020-12-11 10:45","148.6","3551"
"2020-12-11 10:46","148.65","1038"
"2020-12-11 10:47","148.65","2640"
"2020-12-11 10:49","148.55","2607"
"2020-12-11 10:50","148.5","4588"
"2020-12-11 10:51","148.55","3518"
"2020-12-11 10:52","148.5","4853"
"2020-12-11 10:53","148.5","1030"
"2020-12-11 10:54","148.45","350"
"2020-12-11 10:55","148.45","1681"
"2020-12-11 10:56","148.4","1627"
"2020-12-11 10:57","148.2","3052"
"2020-12-11 10:58","148.2","3802"
"2020-12-11 10:59","148.25","4035"
"2020-12-11 11:00","148.4","5567"
"2020-12-11 11:01","148.45","2638"
"2020-12-11 11:02","148.35","3414"
"2020-12-11 11:03","148.4","1558"
"2020-12-11 11:04","148.25","4435"
